Date,Open,High,Low,Close ,Adj Close ,Volume
Dec 19, 2023,0.5500,0.6000,0.5500,0.5800,0.5800,11,800
Dec 18, 2023,0.5700,0.5700,0.5400,0.5500,0.5500,46,600
Dec 15, 2023,0.6100,0.6100,0.5700,0.5700,0.5700,40,300
Dec 14, 2023,0.5900,0.6200,0.5900,0.6100,0.6100,45,100
Dec 13, 2023,0.6100,0.6200,0.5900,0.6200,0.6200,25,400
Dec 12, 2023,0.6200,0.6300,0.5900,0.6300,0.6300,7,300
Dec 11, 2023,0.5900,0.6200,0.5900,0.6100,0.6100,22,600
Dec 8, 2023,0.5700,0.6000,0.5700,0.5900,0.5900,83,000
Dec 7, 2023,0.6300,0.6300,0.6000,0.6100,0.6100,23,100
Dec 6, 2023,0.6000,0.6300,0.5900,0.6300,0.6300,29,600
Dec 5, 2023,0.6200,0.6200,0.5900,0.6200,0.6200,31,700
Dec 4, 2023,0.6000,0.6300,0.5900,0.6200,0.6200,29,800
Dec 1, 2023,0.5600,0.6000,0.5500,0.6000,0.6000,48,700
Nov 30, 2023,0.6200,0.6200,0.5800,0.5900,0.5900,68,300
Nov 29, 2023,0.6100,0.6400,0.6000,0.6100,0.6100,45,500
Nov 28, 2023,0.5700,0.6300,0.5700,0.6300,0.6300,52,000
Nov 27, 2023,0.5300,0.6200,0.5300,0.5800,0.5800,31,800
Nov 24, 2023,0.5500,0.5800,0.5100,0.5500,0.5500,43,400
Nov 22, 2023,0.5600,0.5800,0.5600,0.5600,0.5600,16,300
Nov 21, 2023,0.5900,0.6000,0.5500,0.5800,0.5800,44,800
Nov 20, 2023,0.5700,0.5700,0.5500,0.5700,0.5700,51,100
Nov 17, 2023,0.5800,0.5800,0.5400,0.5600,0.5600,37,900
Nov 16, 2023,0.5400,0.6600,0.5400,0.5500,0.5500,77,000
Nov 15, 2023,0.5800,0.5900,0.5500,0.5600,0.5600,70,500
Nov 14, 2023,0.5600,0.6000,0.5600,0.5800,0.5800,33,400
Nov 13, 2023,0.5900,0.5900,0.5600,0.5700,0.5700,136,400
Nov 10, 2023,0.6000,0.6200,0.5700,0.5900,0.5900,78,600
Nov 9, 2023,0.6100,0.6500,0.6000,0.6100,0.6100,80,800
Nov 8, 2023,0.6000,0.6500,0.5500,0.6300,0.6300,129,900
Nov 7, 2023,0.6500,0.6500,0.6200,0.6300,0.6300,26,100
Nov 6, 2023,0.6800,0.6900,0.6100,0.6200,0.6200,247,000
Nov 3, 2023,0.6200,0.6700,0.6200,0.6600,0.6600,43,200
Nov 2, 2023,0.6600,0.6600,0.6300,0.6500,0.6500,9,200
Nov 1, 2023,0.6200,0.6600,0.6200,0.6500,0.6500,31,000
Oct 31, 2023,0.6500,0.6600,0.6200,0.6500,0.6500,34,000
Oct 30, 2023,0.6300,0.6900,0.6300,0.6400,0.6400,56,100
Oct 27, 2023,0.6300,0.6800,0.6300,0.6300,0.6300,59,800
Oct 26, 2023,0.6200,0.6500,0.6200,0.6400,0.6400,37,600
Oct 25, 2023,0.6500,0.6500,0.6200,0.6400,0.6400,72,500
Oct 24, 2023,0.6200,0.6600,0.6100,0.6600,0.6600,106,100
Oct 23, 2023,0.6400,0.6700,0.6400,0.6400,0.6400,49,500
Oct 20, 2023,0.6600,0.6600,0.6400,0.6400,0.6400,98,800
Oct 19, 2023,0.7300,0.7500,0.6600,0.6600,0.6600,273,300
Oct 18, 2023,0.8200,0.8200,0.7200,0.7600,0.7600,433,200
Oct 17, 2023,0.8400,0.8400,0.7100,0.7300,0.7300,349,000
Oct 16, 2023,0.8700,0.9400,0.8300,0.8500,0.8500,1,213,300
Oct 13, 2023,0.7900,0.8600,0.7700,0.8000,0.8000,561,100
Oct 12, 2023,0.6900,0.7800,0.6900,0.7400,0.7400,224,900
Oct 11, 2023,0.7000,0.7100,0.6900,0.6900,0.6900,43,300
Oct 10, 2023,0.7100,0.7300,0.6800,0.7300,0.7300,20,200
Oct 9, 2023,0.7300,0.7300,0.6700,0.7200,0.7200,54,200
Oct 6, 2023,0.6900,0.7400,0.6800,0.7300,0.7300,115,700
Oct 5, 2023,0.6600,0.7000,0.6600,0.6800,0.6800,44,200
Oct 4, 2023,0.6700,0.7000,0.6600,0.6800,0.6800,31,600
Oct 3, 2023,0.6800,0.7000,0.6600,0.6900,0.6900,67,600
Oct 2, 2023,0.6400,0.6800,0.6300,0.6600,0.6600,46,800
Sep 29, 2023,0.6700,0.7100,0.6500,0.6600,0.6600,47,100
Sep 28, 2023,0.6500,0.6700,0.6500,0.6700,0.6700,14,800
Sep 27, 2023,0.6600,0.6800,0.6500,0.6700,0.6700,26,500
Sep 26, 2023,0.6800,0.6900,0.6500,0.6600,0.6600,71,200
Sep 25, 2023,0.6500,0.6800,0.6500,0.6600,0.6600,61,500
Sep 22, 2023,0.6900,0.7100,0.6400,0.6600,0.6600,123,000
Sep 21, 2023,0.7000,0.7000,0.6400,0.6900,0.6900,64,200
Sep 20, 2023,0.6700,0.7000,0.6600,0.7000,0.7000,37,000
Sep 19, 2023,0.6800,0.7000,0.6600,0.6700,0.6700,69,700
Sep 18, 2023,0.7100,0.7100,0.6600,0.6800,0.6800,82,200
Sep 15, 2023,0.7500,0.7500,0.6800,0.6900,0.6900,49,400
Sep 14, 2023,0.7400,0.7400,0.7100,0.7100,0.7100,83,000
Sep 13, 2023,0.7300,0.7500,0.7100,0.7300,0.7300,81,800
Sep 12, 2023,0.7400,0.7500,0.7400,0.7500,0.7500,62,600
Sep 11, 2023,0.7400,0.7600,0.7100,0.7600,0.7600,87,500
Sep 8, 2023,0.7100,0.7500,0.7000,0.7500,0.7500,190,100
Sep 7, 2023,0.7400,0.7700,0.7300,0.7300,0.7300,61,600
Sep 6, 2023,0.7700,0.7800,0.7400,0.7600,0.7600,29,900
Sep 5, 2023,0.8200,0.8200,0.7300,0.7600,0.7600,146,600
Sep 1, 2023,0.7400,0.7800,0.7400,0.7600,0.7600,110,700
Aug 31, 2023,0.8000,0.8000,0.7300,0.7300,0.7300,85,200
Aug 30, 2023,0.7100,0.8100,0.7000,0.7700,0.7700,266,800
Aug 29, 2023,0.6900,0.7200,0.6600,0.7100,0.7100,153,900
Aug 28, 2023,0.6900,0.7000,0.6600,0.6800,0.6800,60,400
Aug 25, 2023,0.6700,0.6900,0.6500,0.6900,0.6900,62,800
Aug 24, 2023,0.6700,0.7000,0.6600,0.6800,0.6800,157,700
Aug 23, 2023,0.6400,0.7000,0.6400,0.6900,0.6900,135,400
Aug 22, 2023,0.6700,0.7100,0.6500,0.6700,0.6700,169,500
Aug 21, 2023,0.7200,0.7600,0.6600,0.6900,0.6900,274,800
Aug 18, 2023,0.7300,0.7400,0.7200,0.7300,0.7300,107,700
Aug 17, 2023,0.7900,0.8000,0.7000,0.7500,0.7500,837,100
Aug 16, 2023,0.7900,0.8900,0.7600,0.7900,0.7900,2,256,800
Aug 15, 2023,0.9100,0.9600,0.7400,0.8200,0.8200,31,646,300
Aug 14, 2023,0.6300,0.6300,0.6000,0.6000,0.6000,66,100
Aug 11, 2023,0.6200,0.6400,0.6200,0.6200,0.6200,49,300
Aug 10, 2023,0.6400,0.6500,0.6200,0.6400,0.6400,95,800
Aug 9, 2023,0.6300,0.6500,0.6300,0.6300,0.6300,45,500
Aug 8, 2023,0.6400,0.6500,0.6200,0.6500,0.6500,17,800
Aug 7, 2023,0.6300,0.6500,0.6200,0.6500,0.6500,79,700
Aug 4, 2023,0.6800,0.6800,0.6300,0.6600,0.6600,56,600
Aug 3, 2023,0.6200,0.6700,0.6200,0.6500,0.6500,37,200
Aug 2, 2023,0.6400,0.6400,0.6200,0.6400,0.6400,22,000
Aug 1, 2023,0.6400,0.6500,0.6300,0.6300,0.6300,40,500
Jul 31, 2023,0.6400,0.6700,0.6400,0.6500,0.6500,30,100
Jul 28, 2023,0.6800,0.6900,0.6400,0.6400,0.6400,47,800
Jul 27, 2023,0.6400,0.6800,0.6400,0.6800,0.6800,54,700
Jul 26, 2023,0.6500,0.6800,0.6500,0.6700,0.6700,14,700
Jul 25, 2023,0.6900,0.6900,0.6400,0.6500,0.6500,62,600
Jul 24, 2023,0.6700,0.6900,0.6700,0.6800,0.6800,40,000
Jul 21, 2023,0.6700,0.6900,0.6700,0.6900,0.6900,58,500
Jul 20, 2023,0.6500,0.6900,0.6500,0.6700,0.6700,76,300
Jul 19, 2023,0.6500,0.6700,0.6500,0.6700,0.6700,41,100
Jul 18, 2023,0.6600,0.6900,0.6500,0.6600,0.6600,72,200
Jul 17, 2023,0.6800,0.6900,0.6600,0.6700,0.6700,42,800
Jul 14, 2023,0.6900,0.7000,0.6800,0.6800,0.6800,21,500
Jul 13, 2023,0.7000,0.7000,0.6800,0.6800,0.6800,40,200
Jul 12, 2023,0.6800,0.7000,0.6800,0.6800,0.6800,34,400
Jul 11, 2023,0.6700,0.7000,0.6700,0.6900,0.6900,30,400
Jul 10, 2023,0.6700,0.7200,0.6600,0.6900,0.6900,67,000
Jul 7, 2023,0.6700,0.7000,0.6700,0.7000,0.7000,26,100
Jul 6, 2023,0.7000,0.7000,0.6700,0.6700,0.6700,37,000
Jul 5, 2023,0.7000,0.7000,0.6900,0.6900,0.6900,39,500
Jul 3, 2023,0.6800,0.7000,0.6700,0.6900,0.6900,19,600
Jun 30, 2023,0.6800,0.7100,0.6800,0.6800,0.6800,43,600
Jun 29, 2023,0.7100,0.7200,0.6800,0.6800,0.6800,55,400
Jun 28, 2023,0.6900,0.7200,0.6900,0.7000,0.7000,28,500
Jun 27, 2023,0.7100,0.7200,0.6900,0.7000,0.7000,40,300
Jun 26, 2023,0.7100,0.7200,0.7100,0.7100,0.7100,72,500
Jun 23, 2023,0.7200,0.7500,0.7100,0.7200,0.7200,57,800
Jun 22, 2023,0.6900,0.7300,0.6900,0.7200,0.7200,35,100
Jun 21, 2023,0.7100,0.7300,0.6900,0.7200,0.7200,46,800
Jun 20, 2023,0.6900,0.7400,0.6900,0.7000,0.7000,99,100
Jun 16, 2023,0.7900,0.7900,0.6500,0.6500,0.6500,515,600
Jun 15, 2023,0.7600,0.7900,0.7400,0.7900,0.7900,81,500
Jun 14, 2023,0.7600,0.7700,0.7400,0.7500,0.7500,48,000
Jun 13, 2023,0.7800,0.7800,0.7400,0.7600,0.7600,55,300
Jun 12, 2023,0.7700,0.8000,0.7200,0.7800,0.7800,178,700
Jun 9, 2023,0.7600,0.8000,0.7400,0.7400,0.7400,56,200
Jun 8, 2023,0.7700,0.7900,0.7000,0.7600,0.7600,113,300
Jun 7, 2023,0.8100,0.8300,0.7600,0.7800,0.7800,181,200
Jun 6, 2023,0.8700,0.8700,0.7500,0.8400,0.8400,415,700
Jun 5, 2023,1.2300,1.2700,0.9000,0.9200,0.9200,3,022,700
Jun 2, 2023,0.9300,1.0500,0.8600,1.0300,1.0300,470,000
Jun 1, 2023,0.8600,0.9100,0.8600,0.9000,0.9000,157,400
May 31, 2023,0.7200,0.8600,0.7100,0.8500,0.8500,153,800
May 30, 2023,0.7100,0.8700,0.7000,0.8500,0.8500,143,900
May 26, 2023,0.7300,0.7500,0.7100,0.7300,0.7300,54,600
May 25, 2023,0.7300,0.7500,0.7100,0.7500,0.7500,21,400
May 24, 2023,0.7800,0.7800,0.7300,0.7300,0.7300,28,800
May 23, 2023,0.7700,0.7800,0.7600,0.7600,0.7600,122,700
May 22, 2023,0.8300,0.8700,0.7600,0.7600,0.7600,87,000
May 19, 2023,0.8300,0.8600,0.8100,0.8400,0.8400,92,200
May 18, 2023,0.7800,0.8400,0.7800,0.8300,0.8300,100,500
May 17, 2023,0.7800,0.7900,0.7700,0.7800,0.7800,18,100
May 16, 2023,0.7800,0.7900,0.7600,0.7900,0.7900,9,500
May 15, 2023,0.7900,0.8100,0.7900,0.7900,0.7900,50,500
May 12, 2023,0.8100,0.8200,0.7800,0.7800,0.7800,26,200
May 11, 2023,0.8100,0.8200,0.7900,0.8200,0.8200,21,800
May 10, 2023,0.7800,0.8100,0.7800,0.8100,0.8100,11,000
May 9, 2023,0.8000,0.8100,0.7700,0.7900,0.7900,36,100
May 8, 2023,0.7900,0.8000,0.7600,0.8000,0.8000,32,400
May 5, 2023,0.7800,0.8100,0.7800,0.7800,0.7800,42,900
May 4, 2023,0.7800,0.8100,0.7700,0.7800,0.7800,30,500
May 3, 2023,0.7600,0.8100,0.7600,0.7900,0.7900,39,500
May 2, 2023,0.7800,0.8100,0.7600,0.7700,0.7700,64,700
May 1, 2023,0.7600,0.8000,0.7600,0.7900,0.7900,57,500
Apr 28, 2023,0.7800,0.8000,0.7800,0.7900,0.7900,85,600
Apr 27, 2023,0.9100,0.9100,0.7500,0.8000,0.8000,185,900
Apr 26, 2023,0.9400,0.9400,0.8600,0.8700,0.8700,92,200
Apr 25, 2023,0.9600,0.9700,0.7900,0.8700,0.8700,330,600
Apr 24, 2023,1.0500,1.1100,0.9100,0.9800,0.9800,210,400
Apr 21, 2023,1.0500,1.1100,1.0000,1.0400,1.0400,316,500
Apr 20, 2023,1.2300,1.2400,1.0200,1.1400,1.1400,524,900
Apr 19, 2023,1.3200,1.3900,1.1600,1.1700,1.1700,782,600
Apr 18, 2023,1.2800,1.3500,1.2000,1.2900,1.2900,1,219,000
Apr 17, 2023,1.1000,1.2000,1.0700,1.1900,1.1900,484,100
Apr 14, 2023,1.0700,1.0800,1.0100,1.0700,1.0700,107,400
Apr 13, 2023,1.0200,1.0800,1.0100,1.0800,1.0800,53,900
Apr 12, 2023,1.0500,1.0700,1.0000,1.0200,1.0200,36,600
Apr 11, 2023,1.0400,1.0400,0.9800,1.0200,1.0200,65,100
Apr 10, 2023,1.0100,1.0500,0.9500,1.0100,1.0100,72,900
Apr 6, 2023,0.9200,1.0200,0.9100,1.0100,1.0100,97,600
Apr 5, 2023,0.8200,0.9300,0.7700,0.9300,0.9300,228,800
Apr 4, 2023,1.0200,1.0500,0.6800,0.8000,0.8000,516,600
Apr 3, 2023,1.0600,1.0900,1.0000,1.0100,1.0100,126,000
