Date,Open,High,Low,Close ,Adj Close ,Volume
Dec 18, 2023,404.93,407.99,404.60,407.08,406.33,46,610,000
Dec 15, 2023,404.18,406.54,403.57,405.34,403.79,62,598,000
Dec 14, 2023,404.98,406.30,400.34,403.39,401.84,55,447,800
Dec 13, 2023,399.62,404.36,398.84,403.74,402.19,55,408,100
Dec 12, 2023,395.56,398.79,394.41,398.67,397.14,39,221,200
Dec 11, 2023,391.74,395.79,391.53,395.52,394.00,41,198,000
Dec 8, 2023,388.67,392.62,388.48,392.17,390.67,46,623,600
Dec 7, 2023,388.07,391.27,386.96,390.43,388.93,49,593,500
Dec 6, 2023,390.27,390.37,384.70,385.05,383.57,41,994,100
Dec 5, 2023,384.39,388.50,384.21,387.29,385.80,42,933,000
Dec 4, 2023,386.09,386.60,382.66,386.32,384.84,51,186,900
Dec 1, 2023,387.75,390.54,386.07,389.94,388.44,40,440,500
Nov 30, 2023,390.08,390.55,385.82,388.83,387.34,52,834,400
Nov 29, 2023,392.69,394.14,389.46,389.81,388.31,38,811,700
Nov 28, 2023,388.41,390.78,388.05,390.19,388.69,35,491,100
Nov 27, 2023,389.01,391.15,388.28,389.17,387.68,34,139,700
Nov 24, 2023,389.65,390.25,388.50,389.51,388.02,15,718,800
Nov 22, 2023,390.57,393.07,389.04,390.06,388.56,44,121,000
Nov 21, 2023,389.01,389.23,386.70,388.47,386.98,43,337,000
Nov 20, 2023,386.05,391.41,386.05,390.74,389.24,44,429,600
Nov 17, 2023,385.21,387.07,384.29,386.04,384.56,46,571,900
Nov 16, 2023,384.84,386.19,383.56,385.95,384.47,45,343,500
Nov 15, 2023,387.25,387.75,384.24,385.62,384.14,54,141,400
Nov 14, 2023,383.71,386.26,383.18,385.33,383.85,67,792,600
Nov 13, 2023,376.79,378.28,375.24,377.21,375.76,40,733,500
Nov 10, 2023,371.82,378.54,371.28,378.39,376.94,58,309,800
Nov 9, 2023,373.64,374.80,369.57,370.07,368.65,53,859,400
Nov 8, 2023,373.08,373.79,370.62,372.94,371.51,35,663,400
Nov 7, 2023,370.27,373.58,369.05,372.70,371.27,50,777,400
Nov 6, 2023,368.49,369.78,366.91,369.21,367.79,38,848,700
Nov 3, 2023,364.75,369.02,364.52,367.71,366.30,53,239,100
Nov 2, 2023,361.54,363.68,360.30,363.44,362.05,58,162,400
Nov 1, 2023,351.72,357.53,351.62,356.96,355.59,58,992,700
Oct 31, 2023,349.23,351.25,346.62,350.87,349.52,47,671,900
Oct 30, 2023,347.83,350.54,346.45,349.20,347.86,55,298,500
Oct 27, 2023,346.43,348.84,344.08,345.31,343.99,63,476,700
Oct 26, 2023,349.12,350.07,342.35,343.66,342.34,78,621,400
Oct 25, 2023,356.70,356.88,349.75,350.34,349.00,71,190,500
Oct 24, 2023,357.51,359.91,355.79,359.13,357.75,47,082,100
Oct 23, 2023,353.26,359.26,351.12,355.67,354.31,60,665,200
Oct 20, 2023,359.46,360.04,354.37,354.60,353.24,72,369,800
Oct 19, 2023,364.81,366.02,359.16,359.97,358.59,72,274,200
Oct 18, 2023,365.67,367.91,362.02,363.37,361.98,54,280,500
Oct 17, 2023,365.81,369.92,363.66,368.20,366.79,50,999,100
Oct 16, 2023,366.62,370.48,366.47,369.41,367.99,44,201,100
Oct 13, 2023,370.57,371.16,363.86,365.28,363.88,52,469,900
Oct 12, 2023,371.73,373.74,367.50,369.93,368.51,49,587,900
Oct 11, 2023,369.94,371.41,368.19,371.22,369.80,38,215,100
Oct 10, 2023,366.90,371.28,366.39,368.59,367.18,46,968,800
Oct 9, 2023,362.30,367.11,360.78,366.56,365.15,45,304,800
Oct 6, 2023,355.65,365.91,354.85,364.70,363.30,74,959,200
Oct 5, 2023,359.74,360.15,355.14,358.69,357.31,45,897,400
Oct 4, 2023,355.77,360.61,355.30,359.75,358.37,54,786,700
Oct 3, 2023,358.78,361.01,353.28,354.92,353.56,60,478,500
Oct 2, 2023,358.54,362.68,357.92,361.26,359.87,51,625,100
Sep 29, 2023,361.54,362.95,357.02,358.27,356.90,64,754,300
Sep 28, 2023,354.11,360.17,353.24,358.01,356.64,56,453,300
Sep 27, 2023,355.38,356.98,351.36,355.04,353.68,56,066,000
Sep 26, 2023,356.99,357.54,353.21,354.21,352.85,53,657,700
Sep 25, 2023,356.93,359.70,355.93,359.61,358.23,39,168,000
Sep 22, 2023,359.63,361.80,357.59,357.91,356.54,51,589,700
Sep 21, 2023,360.80,361.60,357.69,357.86,356.49,69,584,700
Sep 20, 2023,370.95,371.31,364.46,364.54,363.14,45,514,200
Sep 19, 2023,369.32,370.68,366.80,369.87,368.45,37,621,700
Sep 18, 2023,0.54 Dividend
Sep 18, 2023,369.32,371.79,369.03,370.66,369.24,36,903,500
Sep 15, 2023,375.91,376.32,369.86,370.81,368.85,69,757,700
Sep 14, 2023,375.99,378.27,373.89,377.27,375.28,48,039,400
Sep 13, 2023,373.03,375.84,371.88,374.21,372.24,46,300,700
Sep 12, 2023,375.27,376.95,372.50,372.79,370.82,41,391,000
Sep 11, 2023,375.66,377.49,373.66,376.97,374.98,39,936,600
Sep 8, 2023,372.01,374.85,371.60,372.58,370.61,35,800,100
Sep 7, 2023,370.21,372.85,369.15,372.06,370.10,52,060,700
Sep 6, 2023,377.28,377.63,372.70,374.74,372.76,42,998,700
Sep 5, 2023,376.77,379.31,375.83,378.07,376.08,32,344,200
Sep 1, 2023,380.40,380.83,376.08,377.59,375.60,39,772,400
Aug 31, 2023,376.94,379.72,376.87,377.99,376.00,35,730,700
Aug 30, 2023,374.88,377.45,373.86,376.86,374.87,41,731,500
Aug 29, 2023,366.56,375.13,366.23,374.77,372.79,58,492,400
Aug 28, 2023,366.99,367.71,364.25,366.76,364.83,40,910,000
Aug 25, 2023,362.07,365.74,358.58,364.02,362.10,69,960,500
Aug 24, 2023,372.64,372.74,361.01,361.22,359.31,66,842,500
Aug 23, 2023,364.58,370.22,364.36,369.11,367.16,51,770,600
Aug 22, 2023,366.55,366.56,362.68,363.38,361.46,44,613,500
Aug 21, 2023,359.62,364.59,359.15,363.90,361.98,50,696,500
Aug 18, 2023,355.26,359.41,354.71,358.13,356.24,61,119,500
Aug 17, 2023,363.96,364.31,358.16,358.58,356.69,62,604,300
Aug 16, 2023,365.87,367.43,362.44,362.54,360.63,53,190,500
Aug 15, 2023,369.36,370.17,365.74,366.42,364.49,45,539,900
Aug 14, 2023,365.43,370.47,364.70,370.35,368.40,42,130,800
Aug 11, 2023,365.99,368.00,364.69,366.24,364.31,48,683,800
Aug 10, 2023,370.97,374.36,367.04,368.59,366.65,72,035,300
Aug 9, 2023,372.29,372.45,367.14,367.91,365.97,51,150,900
Aug 8, 2023,372.64,372.66,368.82,372.00,370.04,44,726,500
Aug 7, 2023,373.88,375.29,371.51,375.19,373.21,37,230,400
Aug 4, 2023,375.75,378.10,371.53,372.04,370.08,61,646,200
Aug 3, 2023,371.94,375.95,371.77,373.79,371.82,47,666,400
Aug 2, 2023,379.26,379.26,373.13,374.39,372.42,72,687,100
Aug 1, 2023,382.31,383.56,380.69,382.79,380.77,41,060,600
Jul 31, 2023,383.79,384.88,382.34,383.68,381.66,44,019,900
Jul 28, 2023,380.74,384.52,380.22,383.48,381.46,56,902,900
Jul 27, 2023,383.07,384.71,375.31,376.62,374.63,63,940,200
Jul 26, 2023,377.72,379.24,375.18,377.52,375.53,47,075,700
Jul 25, 2023,376.95,380.47,376.93,378.78,376.78,38,894,400
Jul 24, 2023,376.62,377.58,374.34,376.23,374.25,40,380,100
Jul 21, 2023,379.18,379.92,375.19,375.63,373.65,60,439,400
Jul 20, 2023,382.61,384.10,375.72,376.76,374.77,71,941,700
Jul 19, 2023,386.82,387.98,384.30,385.65,383.62,54,093,000
Jul 18, 2023,381.96,387.13,380.00,385.74,383.71,55,343,400
Jul 17, 2023,379.80,383.50,379.31,382.61,380.59,40,868,900
Jul 14, 2023,379.59,382.86,378.18,379.07,377.07,55,097,800
Jul 13, 2023,376.05,379.99,375.46,379.15,377.15,46,960,000
Jul 12, 2023,372.34,374.19,370.30,372.82,370.85,61,975,400
Jul 11, 2023,366.79,368.63,364.62,368.17,366.23,38,214,100
Jul 10, 2023,365.96,367.05,363.41,366.36,364.43,48,498,800
Jul 7, 2023,367.23,370.48,366.01,366.24,364.31,47,083,200
Jul 6, 2023,366.51,367.91,364.52,367.46,365.52,49,374,700
Jul 5, 2023,368.70,372.01,368.66,370.28,368.33,34,460,900
Jul 3, 2023,370.07,370.93,368.97,370.29,368.34,19,432,900
Jun 30, 2023,367.55,370.49,367.23,369.42,367.47,58,668,800
Jun 29, 2023,364.24,364.89,362.14,363.81,361.89,46,151,000
Jun 28, 2023,361.98,366.52,361.90,364.54,362.62,46,498,000
Jun 27, 2023,359.25,364.57,358.51,363.83,361.91,49,428,100
Jun 26, 2023,362.00,364.84,357.59,357.68,355.79,52,685,500
Jun 23, 2023,362.21,364.88,360.82,362.54,360.63,48,873,900
Jun 22, 2023,360.63,366.33,360.22,366.17,364.24,47,603,000
Jun 21, 2023,365.74,366.18,360.96,361.90,359.99,53,378,300
Jun 20, 2023,0.50 Dividend
Jun 20, 2023,365.95,368.32,363.89,366.90,364.96,49,204,700
Jun 16, 2023,372.72,372.85,367.48,367.93,365.49,80,875,900
Jun 15, 2023,364.61,371.77,363.98,370.26,367.80,71,138,800
Jun 14, 2023,363.27,366.19,360.42,365.90,363.47,69,525,600
Jun 13, 2023,363.29,364.11,360.03,363.26,360.85,57,097,800
Jun 12, 2023,356.19,360.59,355.20,360.49,358.10,44,606,500
Jun 9, 2023,354.63,357.66,353.03,354.50,352.15,53,155,900
Jun 8, 2023,349.12,353.62,348.89,353.15,350.81,47,153,900
Jun 7, 2023,355.13,357.12,348.18,348.82,346.50,69,225,900
Jun 6, 2023,354.28,355.82,352.93,354.84,352.48,41,390,400
Jun 5, 2023,354.43,357.50,353.85,354.90,352.54,47,266,200
Jun 2, 2023,353.80,355.83,352.01,354.65,352.30,53,293,500
Jun 1, 2023,347.73,353.36,346.66,352.01,349.67,50,488,600
May 31, 2023,348.37,350.60,346.51,347.99,345.68,65,105,400
May 30, 2023,352.71,353.93,348.53,349.98,347.66,72,652,200
May 26, 2023,340.76,349.25,340.66,348.40,346.09,63,007,000
May 25, 2023,339.14,341.01,336.67,339.72,337.46,66,862,800
May 24, 2023,331.37,332.91,329.56,331.65,329.45,62,891,200
May 23, 2023,335.89,337.06,333.00,333.36,331.15,48,216,700
May 22, 2023,336.25,338.67,336.24,337.64,335.40,43,015,900
May 19, 2023,337.49,338.21,335.43,336.51,334.28,61,462,400
May 18, 2023,331.52,337.49,331.50,337.27,335.03,64,213,500
May 17, 2023,328.24,331.71,327.04,331.12,328.92,47,486,100
May 16, 2023,326.06,328.90,326.02,327.16,324.99,40,019,200
May 15, 2023,325.51,327.03,323.96,326.79,324.62,33,375,600
May 12, 2023,326.74,327.17,322.94,325.03,322.87,48,396,200
May 11, 2023,325.70,326.75,324.12,326.20,324.03,44,278,500
May 10, 2023,324.12,326.01,321.60,325.14,322.98,60,446,600
May 9, 2023,322.00,322.88,321.32,321.64,319.50,31,768,800
May 8, 2023,322.42,324.04,321.32,323.69,321.54,36,465,800
May 5, 2023,318.47,323.76,316.21,322.89,320.75,51,776,000
May 4, 2023,317.06,318.23,315.12,316.17,314.07,50,224,500
May 3, 2023,319.75,322.47,317.18,317.29,315.18,59,882,100
May 2, 2023,322.12,322.45,317.61,319.38,317.26,56,519,400
May 1, 2023,322.09,323.63,321.09,322.19,320.05,41,013,400
Apr 28, 2023,320.11,322.65,318.96,322.56,320.42,59,652,500
Apr 27, 2023,315.70,320.86,315.05,320.35,318.22,65,430,400
Apr 26, 2023,313.44,314.94,311.34,311.87,309.80,55,400,500
Apr 25, 2023,314.29,314.97,309.89,309.99,307.93,57,121,600
Apr 24, 2023,316.38,317.74,313.74,315.95,313.85,44,043,100
Apr 21, 2023,315.91,317.40,314.10,316.61,314.51,59,002,300
Apr 20, 2023,315.69,319.27,314.97,316.28,314.18,62,462,100
Apr 19, 2023,316.41,319.79,316.28,318.71,316.59,38,960,100
Apr 18, 2023,320.99,321.42,317.64,318.86,316.74,46,746,900
Apr 17, 2023,318.15,319.20,316.04,318.84,316.72,43,007,000
Apr 14, 2023,317.59,320.36,315.61,318.57,316.46,56,278,300
Apr 13, 2023,314.83,319.65,313.63,319.17,317.05,54,613,800
Apr 12, 2023,317.82,318.42,312.57,313.04,310.96,62,813,300
Apr 11, 2023,317.83,317.89,315.31,315.83,313.73,40,113,600
Apr 10, 2023,315.07,317.92,313.25,317.87,315.76,45,134,700
Apr 6, 2023,314.24,318.55,312.82,318.05,315.94,46,916,500
Apr 5, 2023,318.10,319.06,314.07,315.92,313.82,62,795,700
Apr 4, 2023,320.60,321.63,317.83,319.07,316.95,45,875,400
Apr 3, 2023,318.77,320.42,317.42,320.15,318.02,47,126,800
